paper_id,title,year,venue,official_track,in_active_corpus,abstract_reviewed,abstract_sha256,abstract,official_page,survey_role,survey_topics,survey_core_decision,survey_reason,advisor_role,advisor_topics,advisor_core_decision,advisor_reason,reading_status,needs_pdf_check,evidence_basis,pdf_boundary_check,pdf_boundary_finding
ICML2025-2938,TS-SNN: Temporal Shift Module for Spiking Neural Networks,2025,ICML,,yes,yes,bf4d65016cd337f714d7282890084049285652022c06c4973519099ea2ce9516,"Spiking Neural Networks (SNNs) are increasingly recognized for their biological plausibility and energy efficiency, positioning them as strong alternatives to Artificial Neural Networks (ANNs) in neuromorphic computing applications. SNNs inherently process temporal information by leveraging the precise timing of spikes, but balancing temporal feature utilization with low energy consumption remains a challenge. In this work, we introduce Temporal Shift module for Spiking Neural Networks (TS-SNN), which incorporates a novel Temporal Shift (TS) module to integrate past, present, and future spike features within a single timestep via a simple yet effective shift operation. A residual combination method prevents information loss by integrating shifted and original features. The TS module is lightweight, requiring only one additional learnable parameter, and can be seamlessly integrated into existing architectures with minimal additional computational cost. TS-SNN achieves state-of-the-art performance on benchmarks like CIFAR-10 (96.72%), CIFAR-100 (80.28%), and ImageNet (70.61%) with fewer timesteps, while maintaining low energy consumption. This work marks a significant step forward in developing efficient and accurate SNN architectures.",https://proceedings.mlr.press/v267/yu25w.html,background,temporal_modeling;architecture;efficiency_hardware,reference,Temporal shift is useful generic SNN dynamics/efficiency background without event-camera streams.,discussion,snn_hybrid;scalability_efficiency,reference,Cheap temporal mixing is a concrete alternative to heavier memory modules.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ICML2025-3117,TTFSFormer: A TTFS-based Lossless Conversion of Spiking Transformer,2025,ICML,,yes,yes,2820612d9bb70f9c11387b7668c2667e795d529300763662e3dbe157eaecac04,"ANN-to-SNN conversion has emerged as a key approach to train Spiking Neural Networks (SNNs), particularly for Transformer architectures, as it maps pre-trained ANN parameters to SNN equivalents without requiring retraining, thereby preserving ANN accuracy while eliminating training costs. Among various coding methods used in ANN-to-SNN conversion, time-to-first-spike (TTFS) coding, which allows each neuron to at most one spike, offers significantly lower energy consumption. However, while previous TTFS-based SNNs have achieved comparable performance with convolutional ANNs, the attention mechanism and nonlinear layers in Transformer architectures remains a challenge by existing SNNs with TTFS coding. This paper proposes a new neuron structure for TTFS coding that expands its representational range and enhances the capability to process nonlinear functions, along with detailed designs of nonlinear neurons for different layers in Transformer. Experimental results on different models demonstrate that our proposed method can achieve high accuracy with significantly lower energy consumption. To the best of our knowledge, this is the first work to focus on converting Transformer to SNN with TTFS coding.",https://proceedings.mlr.press/v267/zhao25n.html,background,event_to_spike;learning;efficiency_hardware,reference,TTFS Transformer conversion provides coding and energy background without event-camera integration.,watch,snn_hybrid;hardware,reference,TTFS is a possible deployment alternative.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
ICML2025-2726,When Every Millisecond Counts: Real-Time Anomaly Detection via the Multimodal Asynchronous Hybrid Network,2025,ICML,,yes,yes,2da246e76e0f8605d97a514f10ce1412165791abf4bf54e140a7014a2307697e,"Anomaly detection is essential for the safety and reliability of autonomous driving systems. Current methods often focus on detection accuracy but neglect response time, which is critical in time-sensitive driving scenarios. In this paper, we introduce real-time anomaly detection for autonomous driving, prioritizing both minimal response time and high accuracy. We propose a novel multimodal asynchronous hybrid network that combines event streams from event cameras with image data from RGB cameras. Our network utilizes the high temporal resolution of event cameras through an asynchronous Graph Neural Network and integrates it with spatial features extracted by a CNN from RGB images. This combination effectively captures both the temporal dynamics and spatial details of the driving environment, enabling swift and precise anomaly detection. Extensive experiments on benchmark datasets show that our approach outperforms existing methods in both accuracy and response time, achieving millisecond-level real-time performance.",https://proceedings.mlr.press/v267/xiao25a.html,background,detection;temporal_modeling;efficiency_hardware,reference,The event-RGB asynchronous graph network provides event-side real-time anomaly-detection evidence but is non-spiking.,watch,task_generalization;scalability_efficiency,reference,Millisecond asynchronous fusion is adjacent deployment/task inspiration.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-1661,"A Scalable, Causal, and Energy Efficient Framework for Neural Decoding with Spiking Neural Networks",2025,NeurIPS,Main Conference Track,no,yes,2b24a4b367c554ccb0ae128adc3322ab722b5f5b22908aa60ba06d2923f0fc05,"Brain-computer interfaces (BCIs) promise to enable vital functions, such as speech and prosthetic control, for individuals with neuromotor impairments. Central to their success are neural decoders, models that map neural activity to intended behavior. Current learning-based decoding approaches fall into two classes: simple, causal models that lack generalization, or complex, non-causal models that generalize and scale offline but struggle in real-time settings. Both face a common challenge, their reliance on power-hungry artificial neural network backbones, which makes integration into real-world, resource-limited systems difficult. Spiking neural networks (SNNs) offer a promising alternative. Because they operate causally (i.e. only on present and past inputs) these models are suitable for real-time use, and their low energy demands make them ideal for battery-constrained environments. To this end, we introduce Spikachu: a scalable, causal, and energy-efficient neural decoding framework based on SNNs . Our approach processes binned spikes directly by projecting them into a shared latent space, where spiking modules, adapted to the timing of the input, extract relevant features; these latent representations are then integrated and decoded to generate behavioral predictions. We evaluate our approach on 113 recording sessions from 6 non-human primates, totaling 43 hours of recordings. Our method outperforms causal baselines when trained on single sessions using between 2.26× and 418.81× less energy. Furthermore, we demonstrate that scaling up training to multiple sessions and subjects improves performance and enables few-shot transfer to unseen sessions, subjects, and tasks. Overall, Spikachu introduces a scalable, online-compatible neural decoding framework based on SNNs, whose performance is competitive relative to state-of-the-art models while consuming orders of magnitude less energy.",https://papers.nips.cc/paper_files/paper/2025/hash/47387bb0aeb97785f608c11f2f4bb091-Abstract-Conference.html,exclude,,exclude,SNN neural decoding concerns biological recordings rather than event-camera streams.,exclude,,exclude,BCI decoding is outside SECNet.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-5700,Activity Pruning for Efficient Spiking Neural Networks,2025,NeurIPS,Main Conference Track,yes,yes,af03a4531574c55d25404e6a0c65ad3d22052bd5f97e3c497b0caea29d4f1009,"While sparse coding plays an important role in promoting the efficiency of biological neural systems, it has not been fully utilized by artificial models as the activation sparsity is not well suited to the current structure of deep networks. Spiking Neural Networks (SNNs), with their event-driven characteristics, offer a more natural platform for leveraging activation sparsity. In this work, we specifically target the reduction of neuronal activity, which directly leads to lower computational cost and facilitates efficient SNN deployment on Neuromorphic hardware. We begin by analyzing the limitations of existing activity regularization methods and identifying critical challenges in training sparse SNNs. To address these issues, we propose a modified neuron model, AT-LIF, coupled with a threshold adaptation technique that stabilizes training and effectively suppresses spike activity. Through extensive experiments on multiple datasets, we demonstrate that our approach achieves significant reductions in average firing rates and synaptic operations without sacrificing much accuracy. Furthermore, we show that our method complements weight-based pruning techniques and successfully trains an SNN with only 0.06 average firing rate and 2.22M parameters on ImageNet, highlighting its potential for building highly efficient and scalable SNN models. Code is available at https://github.com/putshua/Activity-Pruning-SNN.",https://papers.nips.cc/paper_files/paper/2025/hash/fa12d67b5939c37ea8a4659c31a08d2c-Abstract-Conference.html,background,efficiency_hardware;architecture,reference,Activity pruning provides generic SNN sparsity and operation-count background without event cameras.,discussion,scalability_efficiency;hardware;snn_hybrid,reference,Firing-rate reduction is a useful deployment comparator.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-5157,Adaptive Fission: Post-training Encoding for Low-latency Spike Neural Networks,2025,NeurIPS,Main Conference Track,yes,yes,c83d153b05c5013ebfec6919772b80d6ee5b4d7af820de464beaa425362fe3ad,"Spiking Neural Networks (SNNs) often rely on rate coding, where high-precision inference depends on long time-steps, leading to significant latency and energy cost—especially for ANN-to-SNN conversions. To address this, we propose Adaptive Fission, a post-training encoding technique that selectively splits high-sensitivity neurons into groups with varying scales and weights. This enables neuron-specific, on-demand precision and threshold allocation while introducing minimal spatial overhead. As a generalized form of population coding, it seamlessly applies to a wide range of pretrained SNN architectures without requiring additional training or fine-tuning. Experiments on neuromorphic hardware demonstrate up to 80\% reductions in latency and power consumption without degrading accuracy.",https://papers.nips.cc/paper_files/paper/2025/hash/e2e0a9004132490db1be58bffa419268-Abstract-Conference.html,background,event_to_spike;efficiency_hardware,reference,"Adaptive population coding contributes low-latency SNN encoding and measured neuromorphic evidence, but no event-camera input.",discussion,hardware;snn_hybrid;scalability_efficiency,reference,Post-training latency reduction is relevant to an SNN extension.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-4946,Adaptive Surrogate Gradients for Sequential Reinforcement Learning in Spiking Neural Networks,2025,NeurIPS,Main Conference Track,no,yes,336b873198240cfa6a015cef4213b3a1a615d7e2a72c7d96b33e63478c66df39,"Neuromorphic computing systems are set to revolutionize energy-constrained robotics by achieving orders-of-magnitude efficiency gains, while enabling native temporal processing. Spiking Neural Networks (SNNs) represent a promising algorithmic approach for these systems, yet their application to complex control tasks faces two critical challenges: (1) the non-differentiable nature of spiking neurons necessitates surrogate gradients with unclear optimization properties, and (2) the stateful dynamics of SNNs require training on sequences, which in reinforcement learning (RL) is hindered by limited sequence lengths during early training, preventing the network from bridging its warm-up period. We address these challenges by systematically analyzing surrogate gradient slope settings, showing that shallower slopes increase gradient magnitude in deeper layers but reduce alignment with true gradients. In supervised learning, we find no clear preference for fixed or scheduled slopes. The effect is much more pronounced in RL settings, where shallower slopes or scheduled slopes lead to a $\times2.1$ improvement in both training and final deployed performance. Next, we propose a novel training approach that leverages a privileged guiding policy to bootstrap the learning process, while still exploiting online environment interactions with the spiking policy. Combining our method with an adaptive slope schedule for a real-world drone position control task, we achieve an average return of 400 points, substantially outperforming prior techniques, including Behavioral Cloning and TD3BC, which achieve at most –200 points under the same conditions. This work advances both the theoretical understanding of surrogate gradient learning in SNNs and practical training methodologies for neuromorphic controllers demonstrated in real-world robotic systems.",https://papers.nips.cc/paper_files/paper/2025/hash/d94b46ec30adee2bbb134f813fc9dde0-Abstract-Conference.html,exclude,,exclude,SNN reinforcement learning and drone control do not address event-camera processing.,exclude,,exclude,Control-policy training is outside SECNet.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-1218,AREAL: A Large-Scale Asynchronous Reinforcement Learning System for Language Reasoning,2025,NeurIPS,Main Conference Track,no,yes,ec2420f9fdcb718b164c166e3f4e0f32b21e0e652f6987c147e348668d649f7d,"Reinforcement learning (RL) has become a trending paradigm for training large language models (LLMs), particularly for reasoning tasks. Effective RL for LLMs requires massive parallelization and poses an urgent need for efficient training systems. Most existing large-scale RL systems for LLMs are synchronous by alternating generation and training in a batch setting, where the rollouts in each training batch are generated by the same (or latest) model. This stabilizes RL training but suffers from severe system-level inefficiency. Generation must wait until the longest output in the batch is completed before model update, resulting in GPU underutilization. We present AReaL, a fully asynchronous RL system that completely decouples generation from training. Rollout workers in AReaL continuously generate new outputs without waiting, while training workers update the model whenever a batch of data is collected. AReaL also incorporates a collection of system-level optimizations, leading to substantially higher GPU utilization. To stabilize RL training, AReaL balances the workload of rollout and training workers to control data staleness, and adopts a staleness-enhanced PPO variant to better handle outdated training samples. Extensive experiments on math and code reasoning benchmarks show that AReaL achieves up to 2.77x training speedup compared to synchronous systems with the same number of GPUs and matched or even improved final performance. The code of AReaL is available at https://github.com/inclusionAI/AReaL/.",https://papers.nips.cc/paper_files/paper/2025/hash/33c00862bfa29ac72ecf630a41e19352-Abstract-Conference.html,exclude,,exclude,"The complete official abstract uses asynchronous/event/spike terminology in a non-event-camera, non-SNN systems or optimization setting.",exclude,,exclude,"The paper has no material connection to SECNet's Event Cloud, frequency modeling, or SNN extension.",excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
NeurIPS2025-3401,Bipolar Self-attention for Spiking Transformers,2025,NeurIPS,Main Conference Track,yes,yes,de97a6d08aef884cb434e81de26967d632260bcf5496f5af539ca306cac54e85,"Harnessing the event-driven characteristic, Spiking Neural Networks (SNNs) present a promising avenue toward energy-efficient Transformer architectures. However, existing Spiking Transformers still suffer significant performance gaps compared to their Artificial Neural Network counterparts. Through comprehensive analysis, we attribute this gap to these two factors. First, the binary nature of spike trains limits Spiking Self-attention (SSA)’s capacity to capture negative–negative and positive–negative membrane potential interactions on Querys and Keys. Second, SSA typically omits Softmax functions to avoid energy-intensive multiply-accumulate operations, thereby failing to maintain row-stochasticity constraints on attention scores. To address these issues, we propose a Bipolar Self-attention (BSA) paradigm, effectively modeling multi-polar membrane potential interactions with a fully spike-driven characteristic. Specifically, we demonstrate that ternary matrix multiplication provides a closer approximation to real-valued computation on both distribution and local correlation, enabling clear differentiation between homopolar and heteropolar interactions. Moreover, we propose a shift-based Softmax approximation named Shiftmax, which efficiently achieves low-entropy activation and partly maintains row-stochasticity without non-linear operation, enabling precise attention allocation. Extensive experiments show that BSA achieves substantial performance improvements across various tasks, including image classification, semantic segmentation, and event-based tracking. These results establish its potential as a fundamental building block for energy-efficient Spiking Transformers.",https://papers.nips.cc/paper_files/paper/2025/hash/9316cfcb0a81e53a1f35b4353f115571-Abstract-Conference.html,background,architecture;efficiency_hardware,reference,Bipolar spiking attention is generic SNN architecture background; event tracking is one downstream evaluation rather than event-specific design.,discussion,snn_hybrid;hardware;task_generalization,reference,Its spike-driven attention is a useful comparator.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-1792,Cross-Modal Representational Knowledge Distillation for Enhanced Spike-informed LFP Modeling,2025,NeurIPS,Main Conference Track,no,yes,cea121a5793aa1b1f7eba6541142a65a65e5f3a265314fae15cd3b1c7c03df8c,"Local field potentials (LFPs) can be routinely recorded alongside spiking activity in intracortical neural experiments, measure a larger complementary spatiotemporal scale of brain activity for scientific inquiry, and can offer practical advantages over spikes, including greater long-term stability, robustness to electrode degradation, and lower power requirements. Despite these advantages, recent neural modeling frameworks have largely focused on spiking activity since LFP signals pose inherent modeling challenges due to their aggregate, population-level nature, often leading to lower predictive power for downstream task variables such as motor behavior. To address this challenge, we introduce a cross-modal knowledge distillation framework that transfers high-fidelity representational knowledge from pretrained multi-session spike transformer models to LFP transformer models. Specifically, we first train a teacher spike model across multiple recording sessions using a masked autoencoding objective with a session-specific neural tokenization strategy. We then align the latent representations of the student LFP model to those of the teacher spike model. Our results show that the distilled LFP models consistently outperform single- and multi-session LFP baselines in both fully unsupervised and supervised settings, and can generalize to other sessions without additional distillation while maintaining superior performance. These findings demonstrate that cross-modal knowledge distillation is a powerful and scalable approach for leveraging high-performing spike models to develop more accurate LFP models.",https://papers.nips.cc/paper_files/paper/2025/hash/4d69c1c057a8bd570ba4a7b71aae8331-Abstract-Conference.html,exclude,,exclude,"The complete official abstract concerns biological neural spikes, electrophysiology, or neuroscience rather than event-camera vision or a needed SNN-event foundation.",exclude,,exclude,Biological spike analysis is outside the SECNet Event Cloud + Fourier/FFT + SNN direction.,excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
NeurIPS2025-5431,Deep Continuous-Time State-Space Models for Marked Event Sequences,2025,NeurIPS,Main Conference Track,no,yes,163b75c658c4230feb83ae902359a8f4d57aef52394f67718d9fece76b916c97,"Marked temporal point processes (MTPPs) model sequences of events occurring at irregular time intervals, with wide-ranging applications in fields such as healthcare, finance and social networks. We propose the state-space point process (S2P2) model, a novel and performant model that leverages techniques derived for modern deep state-space models (SSMs) to overcome limitations of existing MTPP models, while simultaneously imbuing strong inductive biases for continuous-time event sequences that other discrete sequence models (i.e., RNNs, transformers) do not capture. Inspired by the classical linear Hawkes processes, we propose an architecture that interleaves stochastic jump differential equations with nonlinearities to create a highly expressive intensity-based MTPP model, without the need for restrictive parametric assumptions for the intensity. Our approach enables efficient training and inference with a parallel scan, bringing linear complexity and sublinear scaling while retaining expressivity to MTPPs. Empirically, S2P2 achieves state-of-the-art predictive likelihoods across eight real-world datasets, delivering an average improvement of 33% over the best existing approaches.",https://papers.nips.cc/paper_files/paper/2025/hash/ee39348acc798915d2d15a8bbbd417b8-Abstract-Conference.html,exclude,,exclude,"The complete official abstract uses event terminology for temporal records, point processes, or time-to-event modeling, not event-camera visual streams or SNN computation.",exclude,,exclude,This event-sequence domain is outside the SECNet/Event Camera/Fourier/SNN direction.,excluded_from_active_corpus,no,Codex semantic review of complete official title + complete official abstract,not_needed,
NeurIPS2025-0321,Dense Metric Depth Estimation via Event-based Differential Focus Volume Prompting,2025,NeurIPS,Main Conference Track,yes,yes,4eae02984116d67f12a0604a34057dd29fc0a644a2887066ac62fe220e4d5f2d,"Dense metric depth estimation has witnessed great developments in recent years. While single-image-based methods have demonstrated commendable performance in certain circumstances, they may encounter challenges regarding scale ambiguities and visual illusions in real world. Traditional depth-from-focus methods are constrained by low sampling rates during data acquisition. In this paper, we introduce a novel approach to enhance dense metric depth estimation by fusing events with image foundation models via a prompting approach. Specifically, we build Event-based Differential Focus Volumes (EDFV) using events triggered through focus sweeping, which are subsequently transformed into sparse metric depth maps. These maps are then utilized for prompting dense depth estimation via our proposed Event-based Depth Prompting Network. We further construct synthetic and real-captured datasets to facilitate the training and evaluation of both frame-based and event-based methods. Quantitative and qualitative results, including both in-domain and zero-shot experiments, demonstrate the superior performance of our method compared to existing approaches. Code and data will be available at https://github.com/liboyu02/EDFV/.",https://papers.nips.cc/paper_files/paper/2025/hash/0d9057d84a9fc37523bf826232ea6820-Abstract-Conference.html,background,pose_depth_segmentation;datasets_benchmarks;representation_slicing,reference,The paper builds event-based differential focus volumes and event-derived sparse metric-depth prompts. It is non-spiking event-side depth and dataset background outside Core.,watch,datasets;task_generalization,reference,"Event-based depth prompting is an adjacent task/evaluation idea, not a direct SECNet, frequency, or SNN mechanism.",retained_reference,no,Codex semantic review of complete official title + complete official abstract,not_needed,
NeurIPS2025-0035,DERD-Net: Learning Depth from Event-based Ray Densities,2025,NeurIPS,Main Conference Track,yes,yes,6676b8fce8893abc2c881024f76c6b6a9c5faae80346738f38d362c1c529a4e3,"Event cameras offer a promising avenue for multi-view stereo depth estimation and Simultaneous Localization And Mapping (SLAM) due to their ability to detect blur-free 3D edges at high-speed and over broad illumination conditions. However, traditional deep learning frameworks designed for conventional cameras struggle with the asynchronous, stream-like nature of event data, as their architectures are optimized for discrete, image-like inputs. We propose a scalable, flexible and adaptable framework for pixel-wise depth estimation with event cameras in both monocular and stereo setups. The 3D scene structure is encoded into disparity space images (DSIs), representing spatial densities of rays obtained by back-projecting events into space via known camera poses. Our neural network processes local subregions of the DSIs combining 3D convolutions and a recurrent structure to recognize valuable patterns for depth prediction. Local processing enables fast inference with full parallelization and ensures constant ultra-low model complexity and memory costs, regardless of camera resolution. Experiments on standard benchmarks (MVSEC and DSEC datasets) demonstrate unprecedented effectiveness: (i) using purely monocular data, our method achieves comparable results to existing stereo methods; (ii) when applied to stereo data, it strongly outperforms all state-of-the-art (SOTA) approaches, reducing the mean absolute error by at least 42\%; (iii) our method also allows for increases in depth completeness by more than 3-fold while still yielding a reduction in median absolute error of at least 30\%. Given its remarkable performance and effective processing of event-data, our framework holds strong potential to become a standard approach for using deep learning for event-based depth estimation and SLAM.",https://papers.nips.cc/paper_files/paper/2025/hash/019ef89617d539b15ed610ce8d1b76e1-Abstract-Conference.html,background,pose_depth_segmentation;representation_slicing;efficiency_hardware,reference,"DERD-Net supplies scalable event-ray density representation for depth, but no SNN.",discussion,event_cloud_point;scalability_efficiency;task_generalization,reference,Resolution-independent local event-ray processing is relevant to scalable Event Cloud design.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-4192,Distil-E2D: Distilling Image-to-Depth Priors for Event-Based Monocular Depth Estimation,2025,NeurIPS,Main Conference Track,yes,yes,a88e6084d8c868645817c120ce0e26cece79fb383d95f71e52a9df376e770028,"Event cameras are neuromorphic vision sensors that asynchronously capture pixel-level intensity changes with high temporal resolution and dynamic range. These make them well suited for monocular depth estimation under challenging lighting conditions. However, progress in event-based monocular depth estimation remains constrained by the quality of supervision: LiDAR-based depth labels are inherently sparse, spatially incomplete, and prone to artifacts. Consequently, these signals are suboptimal for learning dense depth from sparse events. To address this problem, we propose Distil-E2D, a framework that distills depth priors from the image domain into the event domain by generating dense synthetic pseudolabels from co-recorded APS or RGB frames using foundational depth models. These pseudolabels complement sparse LiDAR depths with dense semantically rich supervision informed by large-scale image-depth datasets. To reconcile discrepancies between synthetic and real depths, we introduce a Confidence-Guided Calibrated Depth Loss that learns nonlinear depth alignment and adaptively weights supervision by alignment confidence. Additionally, our architecture integrates past predictions via a Context Transformer and employs a Dual-Decoder Training scheme that enhances encoder representations by jointly learning metric and relative depth abstractions. Experiments on benchmark datasets show that Distil-E2D achieves state-of-the-art performance in event-based monocular depth estimation across both event-only and event+APS settings.",https://papers.nips.cc/paper_files/paper/2025/hash/b6fa3ed9624c184bd73e435123bd576a-Abstract-Conference.html,background,pose_depth_segmentation;learning,reference,Image-to-event depth distillation is non-spiking event-side learning background.,watch,task_generalization,reference,It offers a dense-task transfer strategy.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-1018,E-MoFlow: Learning Egomotion and Optical Flow from Event Data via Implicit Regularization,2025,NeurIPS,Main Conference Track,no,yes,ca07e215dc041654a260ae8865dacd80772a6e78cfd9a93ef3f9768b2a0f2d82,"The estimation of optical flow and 6-DoF ego-motion—two fundamental tasks in 3-D vision—has typically been addressed independently. For neuromorphic vision (e.g., event cameras), however, the lack of robust data association makes solving the two problems separately an ill-posed challenge, especially in the absence of supervision via ground truth. Existing works mitigate this ill-posedness by either enforcing the smoothness of the flow field via an explicit variational regularizer or leveraging explicit structure-and-motion priors in the parametrization to improve event alignment. The former notably introduces bias in results and computational overhead, while the latter—which parametrizes the optical flow in terms of the scene depth and the camera motion—often converges to suboptimal local minima. To address these issues, we propose an unsupervised pipeline that jointly optimizes egomotion and flow via implicit spatial-temporal and geometric regularization. First, by modeling camera's egomotion as a continuous spline and optical flow as an implicit neural representation, our method inherently embeds spatial-temporal coherence through inductive biases. Second, we incorporate structure-and-motion priors through differential geometric constraints, bypassing explicit depth estimation while maintaining rigorous geometric consistency. As a result, our framework (called \textbf{E-MoFlow}) unifies egomotion and optical flow estimation via implicit regularization under a fully unsupervised paradigm. Experiments demonstrate its versatility to general 6-DoF motion scenarios, achieving state-of-the-art performance among unsupervised methods and competitive even with supervised approaches. Code will be released upon acceptance.",https://papers.nips.cc/paper_files/paper/2025/hash/2b7539f0892fdb0e096a2b718c6890f9-Abstract-Conference.html,exclude,,exclude,Unsupervised event geometry for flow and egomotion is specialized non-SNN methodology.,exclude,,exclude,Its implicit geometric optimization is outside SECNet.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-2457,EAG3R: Event-Augmented 3D Geometry Estimation for Dynamic and Extreme-Lighting Scenes,2025,NeurIPS,Main Conference Track,yes,yes,822838185bb8b6113d72cd69f0df6fa2478c5ac47c0d054f59b13be8e465cdb5,"Robust 3D geometry estimation from videos is critical for applications such as autonomous navigation, SLAM, and 3D scene reconstruction. Recent methods like DUSt3R demonstrate that regressing dense pointmaps from image pairs enables accurate and efficient pose-free reconstruction. However, existing RGB-only approaches struggle under real-world conditions involving dynamic objects and extreme illumination, due to the inherent limitations of conventional cameras. In this paper, we propose \textbf{EAG3R}, a novel geometry estimation framework that augments pointmap-based reconstruction with asynchronous event streams. Built upon the MonST3R backbone, EAG3R introduces two key innovations: (1) a retinex-inspired image enhancement module and a lightweight event adapter with SNR-aware fusion mechanism that adaptively combines RGB and event features based on local reliability; and (2) a novel event-based photometric consistency loss that reinforces spatiotemporal coherence during global optimization. Our method enables robust geometry estimation in challenging dynamic low-light scenes without requiring retraining on night-time data. Extensive experiments demonstrate that EAG3R significantly outperforms state-of-the-art RGB-only baselines across monocular depth estimation, camera pose tracking, and dynamic reconstruction tasks.",https://papers.nips.cc/paper_files/paper/2025/hash/6a0480190bbe6b622c7f1d3aa9be9c0f-Abstract-Conference.html,background,pose_depth_segmentation;reconstruction_restoration;learning;robustness_open_challenges,reference,"EAG3R explicitly augments pointmap-based 3D geometry with asynchronous event streams, event adapters, and event photometric consistency. It is non-spiking robust-geometry background outside Core.",discussion,event_cloud_point;task_generalization,reference,"Event-augmented pointmaps and event-adapter fusion are useful downstream Event Cloud comparators, but the paper has no FFT or SNN coupling.",retained_reference,no,Codex semantic review of complete official title + complete official abstract,not_needed,
NeurIPS2025-2890,EF-3DGS: Event-Aided Free-Trajectory 3D Gaussian Splatting,2025,NeurIPS,Main Conference Track,no,yes,011c7823a33c1c34788c32058568c6af2b1ef3148a6204dc721b379004c65969,"Scene reconstruction from casually captured videos has wide real-world applications. Despite recent progress, existing methods relying on traditional cameras tend to fail in high-speed scenarios due to insufficient observations and inaccurate pose estimation. Event cameras, inspired by biological vision, record pixel-wise intensity changes asynchronously with high temporal resolution and low latency, providing valuable scene and motion information in blind inter-frame intervals. In this paper, we introduce the event cameras to aid scene construction from a casually captured video for the first time, and propose Event-Aided Free-Trajectory 3DGS, called EF-3DGS, which seamlessly integrates the advantages of event cameras into 3DGS through three key components. First, we leverage the Event Generation Model (EGM) to fuse events and frames, enabling continuous supervision between discrete frames. Second, we extract motion information through Contrast Maximization (CMax) of warped events, which calibrates camera poses and provides gradient-domain constraints for 3DGS. Third, to address the absence of color information in events, we combine photometric bundle adjustment (PBA) with a Fixed-GS training strategy that separates structure and color optimization, effectively ensuring color consistency across different views. We evaluate our method on the public Tanks and Temples benchmark and a newly collected real-world dataset, RealEv-DAVIS. Our method achieves up to 3dB higher PSNR and 40% lower Absolute Trajectory Error (ATE) compared to state-of-the-art methods under challenging high-speed scenarios.",https://papers.nips.cc/paper_files/paper/2025/hash/7cdc4122c4d12cc80a62e6a6af555f5a-Abstract-Conference.html,exclude,,exclude,Event-aided 3D Gaussian splatting is specialized non-SNN reconstruction.,exclude,,exclude,No SECNet-relevant relation is present.,excluded_from_active_corpus,no,Codex semantic review of complete title + complete official abstract,not_needed,
NeurIPS2025-3724,Enhanced Self-Distillation Framework for Efficient Spiking Neural Network Training,2025,NeurIPS,Main Conference Track,yes,yes,a27d68159ecdb83bee2820d0dedf2e28c54b06b0df44e6a9ab73c08c94f7c240,"Spiking Neural Networks (SNNs) exhibit exceptional energy efficiency on neuromorphic hardware due to their sparse activation patterns. However, conventional training methods based on surrogate gradients and Backpropagation Through Time (BPTT) not only lag behind Artificial Neural Networks (ANNs) in performance, but also incur significant computational and memory overheads that grow linearly with the temporal dimension. To enable high-performance SNN training under limited computational resources, we propose an enhanced self-distillation framework, jointly optimized with rate-based backpropagation. Specifically, the firing rates of intermediate SNN layers are projected onto lightweight ANN branches, and high-quality knowledge generated by the model itself is used to optimize substructures through the ANN pathways. Unlike traditional self-distillation paradigms, we observe that low-quality self-generated knowledge may hinder convergence. To address this, we decouple the teacher signal into reliable and unreliable components, ensuring that only reliable knowledge is used to guide the optimization of the model. Extensive experiments on CIFAR-10, CIFAR-100, CIFAR10-DVS, and ImageNet demonstrate that our method reduces training complexity while achieving high-performance SNN training. Our code is available at https://github.com/Intelli-Chip-Lab/enhanced-self-distillation-framework-for-snn.",https://papers.nips.cc/paper_files/paper/2025/hash/a1cb36e60c6c6f0b1c66a042580040d4-Abstract-Conference.html,background,learning;efficiency_hardware,reference,Rate-based SNN self-distillation supplies scalable training background; DVS is benchmark-only.,discussion,snn_hybrid;scalability_efficiency,reference,ANN branches and reduced training complexity are relevant hybrid comparators.,retained_reference,no,Codex semantic review of complete title + complete official abstract,not_needed,
