paper_id,title,year,venue,survey_role,survey_topics,survey_reason,official_track,pdf_link,official_page,card_path
CVPR2026-2929,Rethinking SNN Online Training and Deployment: Gradient-Coherent Learning via Hybrid-Driven LIF Model,2026,CVPR,background,learning;temporal_modeling;efficiency_hardware,HD-LIF advances generic SNN online training and deployment without event-camera-specific design.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Hao_Rethinking_SNN_Online_Training_and_Deployment_Gradient-Coherent_Learning_via_Hybrid-Driven_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Hao_Rethinking_SNN_Online_Training_and_Deployment_Gradient-Coherent_Learning_via_Hybrid-Driven_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/C/2026-CVPR-C-rethinking-snn-online-training-and-deployment-gradient-coherent-learning-via-hybrid-driven.md
CVPR2026-0789,RGB-Event based Pedestrian Attribute Recognition: A Benchmark Dataset and An Asymmetric RWKV Fusion Framework,2026,CVPR,background,classification_recognition;datasets_benchmarks;temporal_modeling,EventPAR and RWKV fusion provide non-spiking event recognition and benchmark background.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_RGB-Event_based_Pedestrian_Attribute_Recognition_A_Benchmark_Dataset_and_An_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_RGB-Event_based_Pedestrian_Attribute_Recognition_A_Benchmark_Dataset_and_An_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-rgb-event-based-pedestrian-attribute-recognition-a-benchmark-dataset-and-an-asymmetric-rwk.md
ICLR2026-4471,Robust Selective Activation with Randomized Temporal K-Winner-Take-All in Spiking Neural Networks for Continual Learning,2026,ICLR,background,learning;temporal_modeling;robustness_open_challenges,RTK-WTA uses stochastic temporal competition for robust continual learning in generic SNNs.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/d5e8326bbec25e1c608787d24488521b-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d5e8326bbec25e1c608787d24488521b-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-4471.md
ICLR2026-0694,Robust Spiking Neural Networks Against Adversarial Attacks,2026,ICLR,background,architecture;learning;robustness_open_challenges,TGO improves generic directly trained SNN robustness by moving membrane potentials away from thresholds and introducing noisy neurons.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/226a7922f708db0fb992dd62f75dd228-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/226a7922f708db0fb992dd62f75dd228-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-0694.md
CVPR2026-0897,Robust Spiking Neural Networks by Temporal Mutual Information,2026,CVPR,background,robustness_open_challenges;temporal_modeling,Temporal mutual-information regularization is generic SNN robustness background; DVS is benchmark-only.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Robust_Spiking_Neural_Networks_by_Temporal_Mutual_Information_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_Robust_Spiking_Neural_Networks_by_Temporal_Mutual_Information_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/C/2026-CVPR-C-robust-spiking-neural-networks-by-temporal-mutual-information.md
ICLR2026-3224,Robustify Spiking Neural Networks via Dominant Singular Deflation under Heterogeneous Training Vulnerability,2026,ICLR,background,learning;robustness_open_challenges,"Dominant Singular Deflation addresses sharp-minima vulnerability in generic SNN training, without an event-camera-specific mechanism.",,https://proceedings.iclr.cc/paper_files/paper/2026/file/99786eed5e16920f908572fb00e151c3-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/99786eed5e16920f908572fb00e151c3-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-3224.md
ICLR2026-3011,SAFA-SNN: Sparsity-Aware On-Device Few-Shot Class-Incremental Learning with Fast-Adaptive Structure of Spiking Neural Network,2026,ICLR,background,architecture;learning;efficiency_hardware;robustness_open_challenges,SAFA-SNN targets sparse on-device continual learning; DVS-family datasets are benchmarks rather than the source of the method.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/8fba406323cb3930aeaccc9aa64c83a8-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/8fba406323cb3930aeaccc9aa64c83a8-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-3011.md
CVPR2026-1228,Scaling Dense Event-Stream Pretraining from Visual Foundation Models,2026,CVPR,background,learning;representation_slicing;datasets_benchmarks,Dense event-stream pretraining from foundation models is strong event-side representation/scaling background without SNNs.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Scaling_Dense_Event-Stream_Pretraining_from_Visual_Foundation_Models_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Scaling_Dense_Event-Stream_Pretraining_from_Visual_Foundation_Models_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-scaling-dense-event-stream-pretraining-from-visual-foundation-models.md
CVPR2026-3162,Seeing Motion Through Polarity for Event-based Action Recognition,2026,CVPR,background,classification_recognition;representation_slicing;temporal_modeling,POKER gives event-side polarity-aware action representation without SNNs.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Cao_Seeing_Motion_Through_Polarity_for_Event-based_Action_Recognition_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Cao_Seeing_Motion_Through_Polarity_for_Event-based_Action_Recognition_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-seeing-motion-through-polarity-for-event-based-action-recognition.md
ICLR2026-4671,Segment Any Events with Language,2026,ICLR,background,pose_depth_segmentation;datasets_benchmarks,"SEAL introduces open-vocabulary event instance segmentation and four event-sensor benchmarks, but contains no spiking computation.",,https://proceedings.iclr.cc/paper_files/paper/2026/file/dec763a8bb388823c5c476f82a6d4da9-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/dec763a8bb388823c5c476f82a6d4da9-Abstract-Conference.html,01-papers-by-conference/ICLR2026/B/ICLR2026-4671.md
ICLR2026-4283,SkyEvents: A Large-Scale Event-enhanced UAV Dataset for Robust 3D Scene Reconstruction,2026,ICLR,background,datasets_benchmarks;reconstruction_restoration;robustness_open_challenges,SkyEvents supplies a large event/RGB/LiDAR UAV reconstruction dataset but no SNN.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/cc75ca6acb6b8cf71af625a7a241027c-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/cc75ca6acb6b8cf71af625a7a241027c-Abstract-Conference.html,01-papers-by-conference/ICLR2026/B/ICLR2026-4283.md
ICLR2026-3550,SMixer: Rethinking Efficient-Training and Event-Driven SNNs,2026,ICLR,background,architecture;learning;efficiency_hardware,SMixer combines asynchronous-compatible SNN architecture design with spatial-temporal spike pruning to reduce training cost.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/aaeb635296295aa7c9f8b91c5e10960d-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/aaeb635296295aa7c9f8b91c5e10960d-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-3550.md
CVPR2026-1312,SMV-EAR: Bring Spatiotemporal Multi-View Representation Learning into Efficient Event-Based Action Recognition,2026,CVPR,background,classification_recognition;representation_slicing;efficiency_hardware,SMV-EAR supplies non-spiking event representation and efficient action-recognition background.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Fan_SMV-EAR_Bring_Spatiotemporal_Multi-View_Representation_Learning_into_Efficient_Event-Based_Action_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Fan_SMV-EAR_Bring_Spatiotemporal_Multi-View_Representation_Learning_into_Efficient_Event-Based_Action_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-smv-ear-bring-spatiotemporal-multi-view-representation-learning-into-efficient-event-based.md
ICLR2026-3725,Spiking Discrepancy Transformer for Point Cloud Analysis,2026,ICLR,background,architecture;efficiency_hardware,The Spiking Discrepancy Transformer designs spike attention for conventional point-cloud analysis and reports theoretical energy savings.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/b238324b309da12c7446d92c14db9f7e-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/b238324b309da12c7446d92c14db9f7e-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-3725.md
CVPR2026-2519,Stable Spike: Dual Consistency Optimization via Bitwise AND Operations for Spiking Neural Networks,2026,CVPR,background,learning;temporal_modeling;efficiency_hardware,Stable Spike is generic SNN temporal-consistency training; neuromorphic recognition is evaluation rather than event-specific design.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Ding_Stable_Spike_Dual_Consistency_Optimization_via_Bitwise_AND_Operations_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Ding_Stable_Spike_Dual_Consistency_Optimization_via_Bitwise_AND_Operations_for_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/C/2026-CVPR-C-stable-spike-dual-consistency-optimization-via-bitwise-and-operations-for-spiking-neural-n.md
CVPR2026-0399,Temporal Interaction in Spiking Transformers with Multi-Delay Mixer,2026,CVPR,background,architecture;temporal_modeling,Multi-delay temporal mixing is generic Spiking Transformer background; neuromorphic benchmarks alone do not make it intersection work.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_Temporal_Interaction_in_Spiking_Transformers_with_Multi-Delay_Mixer_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Shi_Temporal_Interaction_in_Spiking_Transformers_with_Multi-Delay_Mixer_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/C/2026-CVPR-C-temporal-interaction-in-spiking-transformers-with-multi-delay-mixer.md
CVPR2026-0405,Temporal Representation Enhancement (TRE): Learning to Forget Dominant Patterns for Enhanced Temporal Spiking Features,2026,CVPR,background,learning;temporal_modeling,TRE is generic SNN temporal representation learning with dynamic datasets only as benchmarks.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Temporal_Representation_Enhancement_TRE_Learning_to_Forget_Dominant_Patterns_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_Temporal_Representation_Enhancement_TRE_Learning_to_Forget_Dominant_Patterns_for_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/C/2026-CVPR-C-temporal-representation-enhancement-tre-learning-to-forget-dominant-patterns-for-enhanced-.md
CVPR2026-2758,Texvent: Asynchronous Event Data Simulation via Text Prompt,2026,CVPR,background,representation_slicing;datasets_benchmarks;robustness_open_challenges,Texvent generates asynchronous event-camera streams from text-rendered videos with a physical simulator and noise modeling. It is useful event-data simulation background without SNN computation.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Texvent_Asynchronous_Event_Data_Simulation_via_Text_Prompt_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Texvent_Asynchronous_Event_Data_Simulation_via_Text_Prompt_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-texvent-asynchronous-event-data-simulation-via-text-prompt.md
ICLR2026-1286,Time Is All It Takes: Spike-Retiming Attacks on Event-Driven Spiking Neural Networks,2026,ICLR,background,temporal_modeling;robustness_open_challenges,"The timing-only attack is a generic SNN robustness method evaluated on CIFAR10-DVS, DVS-Gesture, and N-MNIST; benchmark-only DVS use does not make it a direct SNN-event-camera integration paper.",,https://proceedings.iclr.cc/paper_files/paper/2026/file/3f2a9f41dd0cb07cd9b60c058c7b1682-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/3f2a9f41dd0cb07cd9b60c058c7b1682-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-1286.md
ICLR2026-2262,Towards Lossless Memory-efficient Training of Spiking Neural Networks via Gradient Checkpointing and Spike Compression,2026,ICLR,background,learning;temporal_modeling;efficiency_hardware,Layer-wise checkpointing and lossless spike compression reduce BPTT training memory without changing the event-camera input interface.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/6d44b1617ca7001a5ba7ea4f28039d41-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/6d44b1617ca7001a5ba7ea4f28039d41-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-2262.md
CVPR2026-0479,Towards Persistence: Learning Topological Constraints for Event-based Small Object Detection,2026,CVPR,background,detection;representation_slicing;temporal_modeling,Topological event-point trajectories provide non-spiking small-object detection background.,,https://openaccess.thecvf.com/content/CVPR2026/papers/He_Towards_Persistence_Learning_Topological_Constraints_for_Event-based_Small_Object_Detection_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/He_Towards_Persistence_Learning_Topological_Constraints_for_Event-based_Small_Object_Detection_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-towards-persistence-learning-topological-constraints-for-event-based-small-object-detectio.md
CVPR2026-1160,Towards Reliable Evaluation of Adversarial Robustness for Spiking Neural Networks,2026,CVPR,background,robustness_open_challenges,Reliable adversarial evaluation is useful generic SNN limitations background without event-camera integration.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Towards_Reliable_Evaluation_of_Adversarial_Robustness_for_Spiking_Neural_Networks_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Towards_Reliable_Evaluation_of_Adversarial_Robustness_for_Spiking_Neural_Networks_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/C/2026-CVPR-C-towards-reliable-evaluation-of-adversarial-robustness-for-spiking-neural-networks.md
ICLR2026-5125,TP-Spikformer: Token Pruned Spiking Transformer,2026,ICLR,background,architecture;efficiency_hardware,"TP-Spikformer prunes spatiotemporal tokens across generic Spiking Transformers; event-based tracking is one evaluation task, not an event-camera-specific method.",,https://proceedings.iclr.cc/paper_files/paper/2026/file/f50258b34f1c5080e43281e05050034e-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/f50258b34f1c5080e43281e05050034e-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-5125.md
CVPR2026-0662,Tracking through Severe Occlusion via Event-Derived Transient Cues,2026,CVPR,background,tracking;temporal_modeling;datasets_benchmarks,Event-derived transient cues provide non-spiking occlusion-tracking and dataset background.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Dong_Tracking_through_Severe_Occlusion_via_Event-Derived_Transient_Cues_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Dong_Tracking_through_Severe_Occlusion_via_Event-Derived_Transient_Cues_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-tracking-through-severe-occlusion-via-event-derived-transient-cues.md
ICLR2026-4174,Training Deep Normalization-Free Spiking Neural Networks with Lateral Inhibition,2026,ICLR,background,architecture;learning,Excitatory-inhibitory lateral inhibition enables stable normalization-free training of deep generic SNNs.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/c7c7cf10082e454b9662a686ce6f1b6f-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/c7c7cf10082e454b9662a686ce6f1b6f-Abstract-Conference.html,01-papers-by-conference/ICLR2026/C/ICLR2026-4174.md
CVPR2026-2308,TTAPFormer: Robust Arbitrary Point Tracking via Transient Asynchronous Fusion of Frames and Events,2026,CVPR,background,tracking;temporal_modeling;datasets_benchmarks,TTAPFormer supplies asynchronous frame-event fusion and robust point-tracking background without SNNs.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_TTAPFormer_Robust_Arbitrary_Point_Tracking_via_Transient_Asynchronous_Fusion_of_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_TTAPFormer_Robust_Arbitrary_Point_Tracking_via_Transient_Asynchronous_Fusion_of_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-ttapformer-robust-arbitrary-point-tracking-via-transient-asynchronous-fusion-of-frames-and.md
ICLR2026-3991,Unbiased Gradient Estimation for Event Binning via Functional Backpropagation,2026,ICLR,background,representation_slicing;learning,Functional backpropagation through event binning is an event-side representation and learning foundation without an SNN.,,https://proceedings.iclr.cc/paper_files/paper/2026/file/bec8b667016a73bb195b611aa1f41026-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/hash/bec8b667016a73bb195b611aa1f41026-Abstract-Conference.html,01-papers-by-conference/ICLR2026/B/ICLR2026-3991.md
CVPR2026-3330,x^2-Fusion: Cross-Modality and Cross-Dimension Flow Estimation in Event Edge Space,2026,CVPR,background,temporal_modeling;pose_depth_segmentation;robustness_open_challenges,Event Edge Space gives non-spiking multimodal flow representation and reliability-aware fusion background.,,https://openaccess.thecvf.com/content/CVPR2026/papers/Guo_x2-Fusion_Cross-Modality_and_Cross-Dimension_Flow_Estimation_in_Event_Edge_Space_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Guo_x2-Fusion_Cross-Modality_and_Cross-Dimension_Flow_Estimation_in_Event_Edge_Space_CVPR_2026_paper.html,01-papers-by-conference/CVPR2026/B/2026-CVPR-B-x-2-fusion-cross-modality-and-cross-dimension-flow-estimation-in-event-edge-space.md
ICML2025-0323,A Chaotic Dynamics Framework Inspired by Dorsal Stream for Event Signal Processing,2025,ICML,background,representation_slicing;temporal_modeling;classification_recognition,"The official abstract describes continuous coupled-neuron dynamics, continuous wavelet analysis, and a conventional classifier, but does not establish a binary-spiking SNN pipeline.",,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chen25am/chen25am.pdf,https://proceedings.mlr.press/v267/chen25am.html,01-papers-by-conference/ICML2025/B/2025-ICML-B-a-chaotic-dynamics-framework-inspired-by-dorsal-stream-for-event-signal-processing.md
CVPR2025-1060,Active Event-based Stereo Vision,2025,CVPR,background,pose_depth_segmentation;datasets_benchmarks;efficiency_hardware,"Active event stereo provides a new sensor/task setting, datasets, and latency evidence but no SNN.",,https://openaccess.thecvf.com/content/CVPR2025/papers/Li_Active_Event-based_Stereo_Vision_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Li_Active_Event-based_Stereo_Vision_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-active-event-based-stereo-vision.md
NeurIPS2025-5700,Activity Pruning for Efficient Spiking Neural Networks,2025,NeurIPS,background,efficiency_hardware;architecture,Activity pruning provides generic SNN sparsity and operation-count background without event cameras.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/fa12d67b5939c37ea8a4659c31a08d2c-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/fa12d67b5939c37ea8a4659c31a08d2c-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-activity-pruning-for-efficient-spiking-neural-networks.md
NeurIPS2025-5157,Adaptive Fission: Post-training Encoding for Low-latency Spike Neural Networks,2025,NeurIPS,background,event_to_spike;efficiency_hardware,"Adaptive population coding contributes low-latency SNN encoding and measured neuromorphic evidence, but no event-camera input.",Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/e2e0a9004132490db1be58bffa419268-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/e2e0a9004132490db1be58bffa419268-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-adaptive-fission-post-training-encoding-for-low-latency-spike-neural-networks.md
CVPR2025-2322,Asynchronous Collaborative Graph Representation for Frames and Events,2025,CVPR,background,representation_slicing;detection;pose_depth_segmentation;efficiency_hardware,ACGR is strong non-spiking background on asynchronous graph representations and frame-event fusion for detection/depth.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Li_Asynchronous_Collaborative_Graph_Representation_for_Frames_and_Events_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Li_Asynchronous_Collaborative_Graph_Representation_for_Frames_and_Events_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-asynchronous-collaborative-graph-representation-for-frames-and-events.md
ICCV2025-0209,Asynchronous Event Error-Minimizing Noise for Safeguarding Event Dataset,2025,ICCV,background,robustness_open_challenges;datasets_benchmarks,"Unlearnable event streams raise a dataset-security issue on the event-camera side, without SNN-specific processing.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_Asynchronous_Event_Error-Minimizing_Noise_for_Safeguarding_Event_Dataset_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-asynchronous-event-error-minimizing-noise-for-safeguarding-event-dataset.md
NeurIPS2025-3401,Bipolar Self-attention for Spiking Transformers,2025,NeurIPS,background,architecture;efficiency_hardware,Bipolar spiking attention is generic SNN architecture background; event tracking is one downstream evaluation rather than event-specific design.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/9316cfcb0a81e53a1f35b4353f115571-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/9316cfcb0a81e53a1f35b4353f115571-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-bipolar-self-attention-for-spiking-transformers.md
CVPR2025-0065,Brain-Inspired Spiking Neural Networks for Energy-Efficient Object Detection,2025,CVPR,background,architecture;detection;efficiency_hardware,MSD is a generic directly trained SNN detector evaluated on both COCO and Gen1; the abstract does not make event-camera representation or processing part of the method.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Li_Brain-Inspired_Spiking_Neural_Networks_for_Energy-Efficient_Object_Detection_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Li_Brain-Inspired_Spiking_Neural_Networks_for_Energy-Efficient_Object_Detection_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/C/2025-CVPR-C-brain-inspired-spiking-neural-networks-for-energy-efficient-object-detection.md
CVPR2025-1513,Bridge Frame and Event: Common Spatiotemporal Fusion for High-Dynamic Scene Optical Flow,2025,CVPR,background,temporal_modeling;representation_slicing,Frame-event optical flow supplies cross-modal temporal representation background but no SNN.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhou_Bridge_Frame_and_Event_Common_Spatiotemporal_Fusion_for_High-Dynamic_Scene_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Zhou_Bridge_Frame_and_Event_Common_Spatiotemporal_Fusion_for_High-Dynamic_Scene_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-bridge-frame-and-event-common-spatiotemporal-fusion-for-high-dynamic-scene-optical-flow.md
ICML2025-1484,BSO: Binary Spiking Online Optimization Algorithm,2025,ICML,background,learning;efficiency_hardware,Binary online SNN optimization is generic training background without event-camera data.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liang25r/liang25r.pdf,https://proceedings.mlr.press/v267/liang25r.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-bso-binary-spiking-online-optimization-algorithm.md
ICCV2025-0953,Continuous-Time Human Motion Field from Event Cameras,2025,ICCV,background,pose_depth_segmentation;temporal_modeling;datasets_benchmarks,Continuous-time human motion fields provide event-side task and representation background without SNNs.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_Continuous-Time_Human_Motion_Field_from_Event_Cameras_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-continuous-time-human-motion-field-from-event-cameras.md
ICLR2025-1551,DeepTAGE: Deep Temporal-Aligned Gradient Enhancement for Optimizing Spiking Neural Networks,2025,ICLR,background,learning;temporal_modeling,DeepTAGE addresses generic SNN temporal gradients; DVS-CIFAR10 is benchmark-only.,,https://proceedings.iclr.cc/paper_files/paper/2025/file/6b6492cd06db22bac024506e9ed0925e-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/hash/6b6492cd06db22bac024506e9ed0925e-Abstract-Conference.html,01-papers-by-conference/ICLR2025/C/2025-ICLR-C-deeptage-deep-temporal-aligned-gradient-enhancement-for-optimizing-spiking-neural-networks.md
NeurIPS2025-0321,Dense Metric Depth Estimation via Event-based Differential Focus Volume Prompting,2025,NeurIPS,background,pose_depth_segmentation;datasets_benchmarks;representation_slicing,The paper builds event-based differential focus volumes and event-derived sparse metric-depth prompts. It is non-spiking event-side depth and dataset background outside Core.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/0d9057d84a9fc37523bf826232ea6820-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/0d9057d84a9fc37523bf826232ea6820-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NeurIPS-B-dense-metric-depth-estimation-via-event-based-differential-focus-volume-prompting.md
ICCV2025-1940,Depth Any Event Stream: Enhancing Event-based Monocular Depth Estimation via Dense-to-Sparse Distillation,2025,ICCV,background,pose_depth_segmentation;learning;event_to_spike,EventDAM is non-spiking depth background on dense-to-sparse distillation and event sparsity.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Zhu_Depth_Any_Event_Stream_Enhancing_Event-based_Monocular_Depth_Estimation_via_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-depth-any-event-stream-enhancing-event-based-monocular-depth-estimation-via-dense-to-spars.md
ICCV2025-1066,Depth AnyEvent: A Cross-Modal Distillation Paradigm for Event-Based Monocular Depth Estimation,2025,ICCV,background,pose_depth_segmentation;learning,Depth AnyEvent supplies cross-modal distillation and recurrent event depth background but no SNN.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Bartolomei_Depth_AnyEvent_A_Cross-Modal_Distillation_Paradigm_for_Event-Based_Monocular_Depth_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-depth-anyevent-a-cross-modal-distillation-paradigm-for-event-based-monocular-depth-estimat.md
NeurIPS2025-0035,DERD-Net: Learning Depth from Event-based Ray Densities,2025,NeurIPS,background,pose_depth_segmentation;representation_slicing;efficiency_hardware,"DERD-Net supplies scalable event-ray density representation for depth, but no SNN.",Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/019ef89617d539b15ed610ce8d1b76e1-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/019ef89617d539b15ed610ce8d1b76e1-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-derd-net-learning-depth-from-event-based-ray-densities.md
ICML2025-0988,Differential Coding for Training-Free ANN-to-SNN Conversion,2025,ICML,background,event_to_spike;learning;efficiency_hardware,Differential coding is useful ANN-to-SNN conversion and spike-encoding background without event-camera streams.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/huang25i/huang25i.pdf,https://proceedings.mlr.press/v267/huang25i.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-differential-coding-for-training-free-ann-to-snn-conversion.md
NeurIPS2025-4192,Distil-E2D: Distilling Image-to-Depth Priors for Event-Based Monocular Depth Estimation,2025,NeurIPS,background,pose_depth_segmentation;learning,Image-to-event depth distillation is non-spiking event-side learning background.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/b6fa3ed9624c184bd73e435123bd576a-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/b6fa3ed9624c184bd73e435123bd576a-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-distil-e2d-distilling-image-to-depth-priors-for-event-based-monocular-depth-estimation.md
