event_id,paper_id,annotation_unit,event_type,field_changes_json,evidence_basis,evidence_locator,rationale,codebook_version,annotator,recorded_at
PILOT-D-ABS-024,NeurIPS2024-2307,paper::main::inference,abstract_initial,"{""scope"":""event_camera_foundation"",""intersection_directness"":""single_axis"",""spiking_computation"":""unknown"",""primary_functional_role"":""not_applicable"",""spiking_extent"":""unknown""}",official_title_abstract,https://papers.nips.cc/paper_files/paper/2024/hash/84ca3f2d9d9bfca13f69b48ea63eb4a5-Abstract-Conference.html,"PPLN uses membrane terminology and neuromorphic motivation, but the abstract does not establish thresholded neuronal firing; PDF must resolve whether its piecewise temporal functions are actually spiking.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-025,ECCV2024-1631,paper::main::dataset,abstract_initial,"{""scope"":""event_camera_foundation"",""intersection_directness"":""single_axis"",""spiking_computation"":""unknown"",""primary_functional_role"":""not_applicable"",""spiking_extent"":""unknown""}",official_title_abstract,https://eccv.ecva.net/virtual/2024/poster/330,"DailyDVS-200 is a physical event-camera action dataset and benchmark contribution; PDF is needed only for acquisition and split authority, not to infer an SNN role from neuromorphic wording.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-026,CVPR2026-1021,paper::main::inference,abstract_initial,"{""scope"":""boundary_or_exclude"",""intersection_directness"":""neither_axis"",""spiking_computation"":""unknown"",""primary_functional_role"":""not_applicable"",""spiking_extent"":""not_applicable""}",official_title_abstract,https://openaccess.thecvf.com/content/CVPR2026/html/Guo_3D_Gaussian_Splatting_from_Unposed_Spike_Stream_CVPR_2026_paper.html,The complete abstract explicitly identifies an intensity-integrating spike camera rather than a contrast-event camera and does not claim SNN computation; this is a terminology negative eligible for abstract-only closure.,0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-027,ICLR2024-1543,paper::main::training_analysis,abstract_initial,"{""scope"":""snn_foundation"",""intersection_directness"":""single_axis"",""spiking_computation"":""claimed"",""primary_functional_role"":""not_applicable"",""spiking_extent"":""not_applicable""}",official_title_abstract,https://proceedings.iclr.cc/paper_files/paper/2024/hash/abb4847bbd60f38b1b7649d26c7a0067-Abstract-Conference.html,"SpikeGCL is an SNN method for ordinary graph benchmarks, not event-camera graph data; without an indispensable bridge to the survey, the abstract is sufficient for a scope/use negative.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-028,ICLR2024-1607,paper::main::training_analysis,abstract_initial,"{""scope"":""boundary_or_exclude"",""intersection_directness"":""neither_axis"",""spiking_computation"":""absent"",""primary_functional_role"":""not_applicable"",""spiking_extent"":""not_applicable""}",official_title_abstract,https://proceedings.iclr.cc/paper_files/paper/2024/hash/b36554b97da741b1c48c9de05c73993e-Abstract-Conference.html,"MOTOR uses event to mean clinical time-to-event records and describes a conventional self-supervised foundation model; both target axes are absent, so no PDF is needed.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-029,ICLR2026-1286,paper::main::training_analysis,abstract_initial,"{""scope"":""core_intersection"",""intersection_directness"":""event_specific_training_analysis"",""spiking_computation"":""claimed"",""primary_functional_role"":""not_applicable"",""spiking_extent"":""not_applicable""}",official_title_abstract,https://proceedings.iclr.cc/paper_files/paper/2026/hash/3f2a9f41dd0cb07cd9b60c058c7b1682-Abstract-Conference.html,"The attack uses DVS benchmarks and retimes existing input spikes under discrete grid constraints; PDF must establish whether the threat surface is physical event time, binned event input, neuronal spike time, or a generic SNN benchmark.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-030,CVPR2025-1775,paper::main::training_analysis,abstract_initial,"{""scope"":""event_camera_foundation"",""intersection_directness"":""single_axis"",""spiking_computation"":""unknown"",""primary_functional_role"":""not_applicable"",""spiking_extent"":""unknown""}",official_title_abstract,https://openaccess.thecvf.com/content/CVPR2025/html/Hagenaars_On-Device_Self-Supervised_Learning_of_Low-Latency_Monocular_Depth_from_Only_Events_CVPR_2025_paper.html,The abstract establishes event-only on-device self-supervised depth but no neuron firing; PDF must distinguish continuous contrast-maximization learning and measured hardware evidence from SNN/local-plasticity claims.,0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-PDF-024,NeurIPS2024-2307,paper::main::inference,pdf_resolution,"{""scope"":{""from"":""event_camera_foundation"",""to"":""event_camera_foundation""},""intersection_directness"":{""from"":""single_axis"",""to"":""single_axis""},""spiking_computation"":{""from"":""unknown"",""to"":""absent""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent"":{""from"":""unknown"",""to"":""non_spiking""},""selection_status"":{""from"":""pending"",""to"":""reference_only""}}",verified_official_pdf,PP-E1;PP-E2;PP-E3,"PPLN is a real-valued input-conditioned piecewise temporal function used inside conventional convolutional task networks. The paper explicitly distinguishes it from binary-spike communication and does not impose firing threshold, reset or refractory dynamics, so membrane terminology does not create an SNN role.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-PDF-025,ECCV2024-1631,paper::main::dataset,pdf_resolution,"{""scope"":{""from"":""event_camera_foundation"",""to"":""event_camera_foundation""},""intersection_directness"":{""from"":""single_axis"",""to"":""benchmark_only""},""spiking_computation"":{""from"":""unknown"",""to"":""claimed""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent"":{""from"":""unknown"",""to"":""not_applicable""},""selection_status"":{""from"":""pending"",""to"":""proposed_usable""}}",verified_official_pdf,DD-E1;DD-E2;DD-E3,"DailyDVS-200 contributes physical event-camera data, protocols and attribute-stratified evaluation. It includes spike-based baselines among twelve algorithms but proposes no SNN inference component, so it is benchmark authority rather than an SNN role exemplar.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-RES-026,CVPR2026-1021,paper::main::inference,abstract_resolution,"{""scope"":{""from"":""boundary_or_exclude"",""to"":""boundary_or_exclude""},""intersection_directness"":{""from"":""neither_axis"",""to"":""neither_axis""},""spiking_computation"":{""from"":""unknown"",""to"":""unknown""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent"":{""from"":""not_applicable"",""to"":""not_applicable""},""selection_status"":{""from"":""pending"",""to"":""excluded""}}",official_complete_abstract,NS-E1,"The official abstract concerns intensity-integrating spike-camera streams and Gaussian-splatting reconstruction, not contrast-event-camera input or an asserted SNN computation; no survey inference role applies.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-RES-027,ICLR2024-1543,paper::main::training_analysis,abstract_resolution,"{""scope"":{""from"":""snn_foundation"",""to"":""snn_foundation""},""intersection_directness"":{""from"":""single_axis"",""to"":""single_axis""},""spiking_computation"":{""from"":""claimed"",""to"":""claimed""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent"":{""from"":""not_applicable"",""to"":""not_applicable""},""selection_status"":{""from"":""pending"",""to"":""excluded""}}",official_complete_abstract,SG-E1,"SpikeGCL applies spiking networks to ordinary graph contrastive learning. The abstract provides no event-camera signal or indispensable mechanism bridge to the target intersection, so inference-role fields are intentionally not extracted for this excluded record.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-ABS-RES-028,ICLR2024-1607,paper::main::training_analysis,abstract_resolution,"{""scope"":{""from"":""boundary_or_exclude"",""to"":""boundary_or_exclude""},""intersection_directness"":{""from"":""neither_axis"",""to"":""neither_axis""},""spiking_computation"":{""from"":""absent"",""to"":""absent""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent"":{""from"":""not_applicable"",""to"":""not_applicable""},""selection_status"":{""from"":""pending"",""to"":""excluded""}}",official_complete_abstract,MO-E1,MOTOR uses event in the clinical time-to-event sense and models structured medical records with a conventional foundation model. It contains neither target sensor events nor spiking neural computation.,0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-PDF-029,ICLR2026-1286,paper::main::training_analysis,pdf_resolution,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""event_specific_training_analysis"",""to"":""event_specific_training_analysis""},""spiking_computation"":{""from"":""claimed"",""to"":""confirmed""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent"":{""from"":""not_applicable"",""to"":""not_applicable""},""selection_status"":{""from"":""pending"",""to"":""proposed_usable""}}",verified_official_pdf,RT-E1;RT-E2;RT-E3,"The contribution is an event-input retiming attack and robustness analysis over existing directly trained SNN victims, not a new inference module. It belongs to the core intersection as cross-cutting evidence with primary inference role not_applicable.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-D-PDF-030,CVPR2025-1775,paper::main::training_analysis,pdf_resolution,"{""scope"":{""from"":""event_camera_foundation"",""to"":""event_camera_foundation""},""intersection_directness"":{""from"":""single_axis"",""to"":""single_axis""},""spiking_computation"":{""from"":""unknown"",""to"":""absent""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent"":{""from"":""unknown"",""to"":""non_spiking""},""selection_status"":{""from"":""pending"",""to"":""proposed_usable""}}",verified_official_pdf,OD-E1;OD-E2;OD-E3,"The system accumulates events into dense frames and trains a conventional convolutional/ConvGRU depth-and-egomotion network by contrast maximization. It demonstrates on-device online event learning without neuronal firing, so it is a full-system comparator rather than an SNN role.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-024,NeurIPS2024-2307,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""event_camera_foundation"",""to"":""event_camera_foundation""},""intersection_directness"":{""from"":""single_axis"",""to"":""single_axis""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent_signature"":{""from"":""non_spiking"",""to"":""non_spiking""},""selection_status"":{""from"":""reference_only"",""to"":""reference_only""}}",independent_second_pass_over_official_pdf,PDF pp.2-5 and 14,Real-valued PPLN functions replace convolution/MLP operators and explicitly differ from binary-spike SNN communication.,0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-013,NeurIPS2024-1436,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""method_coupled"",""to"":""method_coupled""},""primary_functional_role"":{""from"":""algorithmic_engine"",""to"":""algorithmic_engine""},""spiking_extent_signature"":{""from"":""hybrid_subnetwork"",""to"":""hybrid_subnetwork""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,PDF pp.4-9,"WTA firing implements responsibilities/E-step and STDP updates motion parameters/M-step, while warping, TPE/SVD initialization and numerical IWE operations remain continuous.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-004,CVPR2026-1873,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""method_coupled"",""to"":""method_coupled""},""primary_functional_role"":{""from"":""event_interface"",""to"":""event_interface""},""spiking_extent_signature"":{""from"":""fully_spiking_task_network;hybrid_subnetwork"",""to"":""fully_spiking_task_network;hybrid_subnetwork""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,PDF pp.3-7,Gated recurrent spiking neurons select events and emit an aggregated representation for either a fully spiking detector or conventional ANN detector variants.,0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-029,ICLR2026-1286,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""event_specific_training_analysis"",""to"":""event_specific_training_analysis""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent_signature"":{""from"":""not_applicable"",""to"":""not_applicable""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,PDF pp.3-10,"The contribution is a timing-only attack on event-grid inputs to existing SNN victims, not a new inference topology.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-006,NeurIPS2025-0641,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""method_coupled"",""to"":""method_coupled""},""primary_functional_role"":{""from"":""embedded_module"",""to"":""event_interface""},""spiking_extent_signature"":{""from"":""hybrid_subnetwork"",""to"":""hybrid_subnetwork""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,PDF pp.4-6 and 10,"The LIF front-end emits a new explicit event train, then pooling hands it to a continuous EA-HiPPO principal model; the codebook's handoff contract favors event_interface over embedded_module.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-022,ECCV2024-0096,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""method_coupled"",""to"":""method_coupled""},""primary_functional_role"":{""from"":""task_network"",""to"":""task_network""},""spiking_extent_signature"":{""from"":""fully_spiking_task_network"",""to"":""fully_spiking_task_network""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,PDF pp.6-10 and 12-14,Direct event input drives a spiking MLP whose adaptive LIF/SRM neurons perform the classification and event-wise segmentation task path.,0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-012,CVPR2026-1798,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""method_coupled"",""to"":""method_coupled""},""primary_functional_role"":{""from"":""task_network"",""to"":""task_network""},""spiking_extent_signature"":{""from"":""fully_spiking_backbone"",""to"":""fully_spiking_backbone""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,PDF pp.3-7,"I-LIF convolution and tracking head plus DI-LIF transformer carry the principal tracking path, but final learned numerical prediction convolutions prevent a fully-spiking-task-network label.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-003,ECCV2024-1168,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""method_coupled"",""to"":""method_coupled""},""primary_functional_role"":{""from"":""event_interface"",""to"":""event_interface""},""spiking_extent_signature"":{""from"":""fully_spiking_task_network;fully_spiking_backbone;hybrid_subnetwork"",""to"":""fully_spiking_task_network;fully_spiking_backbone;hybrid_subnetwork""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,"PDF pp.6-8, 11-12 and 14","ARSNN firing defines local sample boundaries and aggregated embeddings handed to several SNN/ANN detector configurations, so role is interface and extent must remain a configuration signature.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-014,ICLR2024-0249,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""event_specific_training_analysis"",""to"":""event_specific_training_analysis""},""primary_functional_role"":{""from"":""not_applicable"",""to"":""not_applicable""},""spiking_extent_signature"":{""from"":""not_applicable"",""to"":""not_applicable""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,PDF pp.1-6 and 18-19,"SLTRP/SLRP and relevance-guided event augmentation depend jointly on SNN temporal states and event input, but introduce no new inference SNN role.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
PILOT-BLIND-007,ICML2025-2762,paper::blind_recheck::qc,blind_recheck,"{""scope"":{""from"":""core_intersection"",""to"":""core_intersection""},""intersection_directness"":{""from"":""method_coupled"",""to"":""method_coupled""},""primary_functional_role"":{""from"":""task_network"",""to"":""task_network""},""spiking_extent_signature"":{""from"":""hybrid_subnetwork"",""to"":""hybrid_subnetwork""},""selection_status"":{""from"":""proposed_usable"",""to"":""proposed_usable""}}",independent_second_pass_over_official_pdf,PDF pp.4-6 and 13,"MaxViT attention, SpikingMLP, LSTM and STFE jointly form the principal detector, making it a hybrid task network rather than a detachable local SNN module.",0.1-design,GPT-5.6 Sol High / 2026-09-10,2026-09-10
ASTRA-02-001,ICLR2024-1097,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-002,ECCV2024-1778,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-003,ECCV2024-1168,paper::fully_spiking_detector::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-004,ECCV2024-1168,paper::spiking_backbone_fpn_ann_head::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-005,ECCV2024-1168,paper::spiking_backbone_ann_fpn_head::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-006,ECCV2024-1168,paper::ann_detector::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-007,CVPR2026-1873,paper::sda_spiking_detector::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-008,CVPR2026-1873,paper::sda_mtf_spiking_detector::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-009,CVPR2026-1873,paper::sda_ann_detector::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-010,CVPR2026-1873,paper::sda_mtf_ann_detector::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-011,NeurIPS2024-2388,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
